priority_rank,school_id,school_name,region,latest_year,latest_gpa,latest_pass_rate,latest_sat,size_band,severity_score,trend_decline_score,recoverability_score,priority_score,priority_category,gpa_slope,pass_rate_slope,similar_school_count,evidence_years,first_year,data_quality
1,S4104,LORD BADEN POWELL MEMORIAL SECONDARY SCHOOL,PWANI,2018,,0.0,90.0,Large,100.0,100.0,100.0,100.0,Critical,0.3425999999997217,-44.277108433730355,7,3,2016,Limited trend history
2,S0747,MLALO SECONDARY SCHOOL,TANGA,2025,,0.0,3.0,Small,100.0,100.0,74.79999999999993,94.95999999999998,Critical,0.3187499999999508,-30.00000000000196,71,10,2016,Complete
3,S1040,DOLE SECONDARY SCHOOL,MJINI MAGHARIBI,2017,,0.0,6.0,Small,100.0,100.0,74.79999999999993,94.95999999999998,Critical,,-27.272727272704998,71,2,2016,Limited trend history
4,S5721,MAGS SECONDARY SCHOOL,GEITA,2025,,0.0,6.0,Small,100.0,100.0,74.79999999999993,94.95999999999998,Critical,0.2826999999999773,-30.00000000000196,71,4,2022,Complete
5,S5780,JEHOVAH SHAMMAH SECONDARY SCHOOL,SHINYANGA,2024,,0.0,5.0,Small,100.0,100.0,74.79999999999993,94.95999999999998,Critical,0.42774000000010237,-31.666666666662536,71,6,2019,Complete
6,S6346,KENASKY SECONDARY SCHOOL,IRINGA,2025,,0.0,6.0,Small,100.0,100.0,74.79999999999993,94.95999999999998,Critical,,-29.999999999999304,71,4,2022,Complete
7,S7047,ANTASS SECONDARY SCHOOL,KIGOMA,2025,,0.0,12.0,Small,100.0,100.0,74.79999999999993,94.95999999999998,Critical,,-93.10344827582018,71,2,2024,Limited trend history
8,S1688,BAHARI BEACH SECONDARY SCHOOL,DAR ES SALAAM,2020,,0.0,49.0,Medium,100.0,93.31999999999562,75.0,92.99599999999869,Critical,0.2165999999999781,-25.14285714285953,6,4,2017,Complete
9,S0749,KAMSAMBA SECONDARY SCHOOL,SONGWE,2025,,0.0,7.0,Small,100.0,92.12599999999861,74.79999999999993,92.59779999999958,Critical,0.21062999999999305,-13.000000000002355,71,5,2021,Complete
10,S5909,MARIA SECONDARY SCHOOL,KAGERA,2025,,0.0,43.0,Medium,100.0,91.180000000011,75.0,92.3540000000033,Critical,0.20590000000005507,-49.9999999999942,6,3,2023,Limited trend history
11,S1280,USANGU SECONDARY SCHOOL,MBEYA,2025,,0.0,33.0,Small,100.0,90.19799999999618,74.79999999999993,92.01939999999885,Critical,0.20098999999998093,-30.00000000000196,71,10,2016,Complete
12,S0265,CORNELIUS SECONDARY SCHOOL,DAR ES SALAAM,2022,,0.0,19.0,Small,100.0,83.81400000000471,74.79999999999993,90.10420000000138,Critical,0.1690700000000235,-30.769230769216417,71,5,2018,Complete
13,S2455,ELLY'S SECONDARY SCHOOL,MARA,2023,4.4762,7.6923076923076925,26.0,Small,89.60634615384616,100.0,74.79999999999993,89.76317307692307,Critical,0.3927500000000843,-20.43740573152906,71,5,2019,Complete
14,S2211,MWILAMVYA SECONDARY SCHOOL,KIGOMA,2025,,0.0,85.0,Large,100.0,53.69399999999871,100.0,86.10819999999961,Critical,0.018469999999993537,-30.00000000000196,7,10,2016,Complete
15,S1767,MTENDE SECONDARY SCHOOL,KUSINI UNGUJA,2017,4.7631,29.72972972972973,37.0,Small,82.17388513513512,100.0,74.79999999999993,86.04694256756756,Critical,0.27219999999977823,-36.936936936906775,71,2,2016,Limited trend history
16,S4864,KERITH BROOK SECONDARY SCHOOL,NJOMBE,2025,,0.0,15.0,Small,100.0,67.78599999999989,74.79999999999993,85.29579999999996,Critical,0.08892999999999943,-28.84615384615585,71,10,2016,Complete
17,S5025,KEIFO SECONDARY SCHOOL,MBEYA,2025,,0.0,37.0,Small,100.0,66.2339999999995,74.79999999999993,84.83019999999982,Critical,0.08116999999999748,-20.473389355744015,71,10,2016,Complete
18,S4186,LYCEUM SECONDARY SCHOOL,DAR ES SALAAM,2025,4.5625,7.142857142857142,14.0,Small,90.95982142857143,80.95238095238105,74.79999999999993,84.72562500000001,Critical,0.3423800000000206,-6.190476190476211,71,9,2016,Complete
19,S3724,MUHANGA SECONDARY SCHOOL,DAR ES SALAAM,2023,,0.0,9.0,Small,100.0,64.21400000000027,74.79999999999993,84.22420000000005,Critical,0.07107000000000134,-25.578488705430647,71,8,2016,Complete
20,S5698,HILL LAND SECONDARY SCHOOL,MBEYA,2025,,0.0,21.0,Small,100.0,63.52000000000044,74.79999999999993,84.0160000000001,Critical,0.06760000000000219,-29.47368421052815,71,5,2021,Complete
21,S6157,ADAM K. MALIMA SECONDARY SCHOOL,MARA,2025,4.4642,51.0,100.0,Large,67.80250000000001,100.0,100.0,83.90125,Critical,0.5085999999997703,-38.99999999998246,7,2,2024,Limited trend history
22,S4011,ST AGATHON SECONDARY SCHOOL,RUVUMA,2019,,0.0,20.0,Small,100.0,60.28999999999867,74.79999999999993,83.0469999999996,Critical,0.05144999999999335,-24.131701631700377,71,4,2016,Complete
23,S2991,GUDUWI SECONDARY SCHOOL,SIMIYU,2025,4.3687,54.166666666666664,72.0,Large,65.02541666666666,100.0,100.0,82.51270833333334,Critical,0.2509100000000092,-10.525808936826692,7,10,2016,Complete
24,S2611,NAMANGALE SECONDARY SCHOOL,LINDI,2025,4.502,59.183673469387756,49.0,Medium,64.18316326530612,100.0,100.0,82.09158163265306,Critical,0.2532400000000133,-12.897071872227945,651,10,2016,Complete
25,S7303,SEREGETE SECONDARY SCHOOL,MOROGORO,2025,4.5333,60.0,5.0,Small,64.16624999999999,100.0,100.0,82.083125,Critical,0.374199999999831,-14.999999999993246,483,2,2024,Limited trend history
26,S5000,WAMA-NAKAYAMA SECONDARY SCHOOL,PWANI,2025,,0.0,35.0,Small,100.0,56.15199999999883,74.79999999999993,81.80559999999963,Critical,0.030759999999994143,-30.00000000000196,71,10,2016,Complete
27,S1796,DR. DIDAS MASABURI SECONDARY SCHOOL,DAR ES SALAAM,2019,4.2115,18.181818181818183,22.0,Small,81.0528409090909,84.81199999999833,74.79999999999993,80.93002045454494,Critical,0.17405999999999164,-28.854738491869583,71,4,2016,Complete
28,S0701,KARANGAI SECONDARY SCHOOL,ARUSHA,2025,,0.0,11.0,Small,100.0,51.24461538461559,74.79999999999993,80.33338461538466,Critical,0.006223076923077974,-16.09523809523772,71,10,2016,Complete
29,S4883,NJELEKELA ISLAMIC SEMINARY,KIGOMA,2017,4.65,50.0,4.0,Small,70.625,100.0,74.79999999999993,80.27249999999998,Critical,0.9352999999992375,-44.999999999963244,71,2,2016,Limited trend history
30,S0307,DODOMA CENTRAL SECONDARY SCHOOL,DODOMA,2025,,0.0,19.0,Small,100.0,50.0,74.79999999999993,79.95999999999998,High,-0.08350571428565425,-17.917617866005504,71,10,2016,Complete
31,S0375,JUMUIYA SECONDARY SCHOOL,TANGA,2025,,0.0,38.0,Small,100.0,50.0,74.79999999999993,79.95999999999998,High,-0.17007999999998086,-26.775777414077325,71,10,2016,Complete
32,S0930,NGATEU SECONDARY SCHOOL,ARUSHA,2025,,0.0,25.0,Small,100.0,50.0,74.79999999999993,79.95999999999998,High,-0.08440999999997449,-16.770334928230728,71,10,2016,Complete
33,S2365,ANDREW FAZA MEMORIAL SECONDARY SCHOOL,DAR ES SALAAM,2022,,0.0,5.0,Small,100.0,50.0,74.79999999999993,79.95999999999998,High,-0.016799999999995097,-20.60830687486873,71,4,2019,Complete
34,S3524,ELITE SECONDARY SCHOOL,ARUSHA,2023,,0.0,32.0,Small,100.0,50.0,74.79999999999993,79.95999999999998,High,-0.1663600000000639,-27.500000000007258,71,8,2016,Complete
35,S4408,KASSA CHARITY SECONDARY SCHOOL,MWANZA,2023,,0.0,11.0,Small,100.0,50.0,74.79999999999993,79.95999999999998,High,-0.279859999999904,-28.867924528309747,71,8,2016,Complete
36,S4633,SINAI SECONDARY SCHOOL,MBEYA,2025,,0.0,15.0,Small,100.0,50.0,74.79999999999993,79.95999999999998,High,-0.25626999999990396,-17.193277310924472,71,8,2016,Complete
37,S5277,HADY SECONDARY SCHOOL,ARUSHA,2025,,0.0,18.0,Small,100.0,50.0,74.79999999999993,79.95999999999998,High,-0.12408999999997512,-30.00000000000196,71,10,2016,Complete
38,S5299,GRACIOUS SECONDARY SCHOOL,KAGERA,2025,,0.0,4.0,Small,100.0,50.0,74.79999999999993,79.95999999999998,High,-0.026230000000009825,-29.999999999999304,71,10,2016,Complete
39,S5367,UJIJI ISLAMIC SECONDARY SCHOOL,KIGOMA,2025,,0.0,2.0,Small,100.0,50.0,74.79999999999993,79.95999999999998,High,-0.1894599999999517,-17.142857142859405,71,10,2016,Complete
40,S6318,SULHIYA ISLAMIC SECONDARY SCHOOL,KASKAZINI UNGUJA,2025,,0.0,1.0,Small,100.0,50.0,74.79999999999993,79.95999999999998,High,-0.21064999999997103,-26.527777777779605,71,4,2022,Complete
41,S3501,HOPE SECONDARY SCHOOL,IRINGA,2018,4.5,50.0,2.0,Small,68.75,100.0,74.79999999999993,79.33499999999998,High,0.30509999999996446,-14.99999999999774,71,3,2016,Limited trend history
42,S5162,UNIQUE LEARNING SECONDARY SCHOOL,KASKAZINI UNGUJA,2024,,0.0,16.0,Small,100.0,47.532894736837065,74.79999999999993,79.2198684210511,High,-0.19374000000005215,-9.506578947367412,71,9,2016,Complete
43,S6964,MAHARU SECONDARY SCHOOL,SINGIDA,2025,4.4059,68.42105263157895,57.0,Medium,58.363223684210524,100.0,100.0,79.18161184210527,High,0.3679999999998348,-28.721804511265265,651,2,2024,Limited trend history
44,S6165,LAMATA SECONDARY SCHOOL,RUVUMA,2025,4.3083,68.57142857142857,35.0,Small,57.06803571428571,100.0,100.0,78.53401785714286,High,0.3187999999998561,-17.14285714284943,483,2,2024,Limited trend history
45,S5637,KIMANGA SECONDARY SCHOOL,DAR ES SALAAM,2025,4.1889,65.39379474940334,419.0,Very Large,57.164352625298335,98.29043830994996,100.0,78.06930780563415,High,0.4574199999999981,-9.658087661989994,661,5,2021,Complete
46,S6224,SEKE IDIDI SECONDARY SCHOOL,SHINYANGA,2025,4.2783,71.01449275362319,69.0,Medium,55.471503623188404,100.0,100.0,77.7357518115942,High,0.3003999999998649,-15.65217391303645,651,2,2024,Limited trend history
47,S1820,HILL CREST SECONDARY SCHOOL,MWANZA,2017,4.5753,58.82352941176471,17.0,Small,65.27948529411765,100.0,74.79999999999993,77.5997426470588,High,0.8489999999993078,-36.04826546000072,71,2,2016,Limited trend history
48,S2721,KEMAKORERE SECONDARY SCHOOL,MARA,2025,4.5118,44.9438202247191,89.0,Large,71.42558988764046,71.80671438329607,100.0,77.25480925880905,High,0.11536000000000472,-9.746942876659025,7,10,2016,Complete
49,S4182,MACMILLAN SECONDARY SCHOOL,DAR ES SALAAM,2022,,0.0,7.0,Small,100.0,40.74125874121951,74.79999999999993,77.18237762236583,High,0.0446153846154362,-6.363636363626455,71,7,2016,Complete
50,S2122,MWAMBAO SECONDARY SCHOOL,DAR ES SALAAM,2023,4.251,57.89473684210527,19.0,Small,61.69013157894737,87.14600000000543,100.0,76.98886578947531,High,0.18573000000002715,-15.091685330349586,483,8,2016,Complete
51,S3110,CHINGUNGWE SECONDARY SCHOOL,MTWARA,2025,4.3216,57.57575757575758,33.0,Small,62.732121212121214,84.91800000000015,100.0,76.84146060606065,High,0.17459000000000077,-12.738952371322371,483,10,2016,Complete
52,S3966,IGHOMBWE SECONDARY SCHOOL,SINGIDA,2025,4.3124,69.04761904761905,42.0,Medium,56.881190476190476,91.35304761905212,100.0,75.84650952381088,High,0.24367000000000696,-8.523809523810145,651,10,2016,Complete
53,S6179,IRIMA SECONDARY SCHOOL,IRINGA,2025,4.2339,77.61194029850746,67.0,Medium,51.617779850746274,100.0,100.0,75.80888992537314,High,0.2975999999998665,-16.388059701485176,651,2,2024,Limited trend history
54,S2336,EXCELLENCY SECONDARY SCHOOL,DAR ES SALAAM,2025,4.9423,0.0,3.0,Small,99.27875,36.933300699311,74.79999999999993,75.67936520979329,High,0.056170000000015104,-5.139860139861595,71,10,2016,Complete
55,S5231,MESHPEN SECONDARY SCHOOL,MARA,2023,3.4444,11.11111111111111,9.0,Small,74.99944444444444,77.11199999999816,74.79999999999993,75.59332222222164,High,0.13555999999999083,-17.222222222226314,71,8,2016,Complete
56,S6164,MERENGA SECONDARY SCHOOL,MARA,2025,4.1798,79.1044776119403,67.0,Medium,50.195261194029854,100.0,100.0,75.09763059701493,High,0.3783999999998299,-17.049368541898204,651,2,2024,Limited trend history
57,S2341,MLIMA MBEYA HIGH SCHOOL,MBEYA,2021,4.525,42.857142857142854,7.0,Small,72.63392857142858,79.08309157510722,74.79999999999993,75.00189175824644,High,0.1875400000000423,-8.315018315019751,71,6,2016,Complete
58,S6221,BISHEKE SECONDARY SCHOOL,KAGERA,2025,4.1939,76.47058823529412,170.0,Very Large,51.68845588235295,96.58352941175858,100.0,74.81928676470405,High,0.23879999999998777,-9.764705882352203,661,3,2023,Limited trend history
59,S6151,KUMNYIKA SECONDARY SCHOOL,KIGOMA,2025,4.2516,62.66666666666667,150.0,Very Large,59.31166666666666,82.75999999998535,100.0,74.48383333332893,High,0.16379999999992678,-15.333333333326431,661,2,2024,Limited trend history
60,S0730,MBARAMO SECONDARY SCHOOL,TANGA,2019,4.7284,37.93103448275862,29.0,Small,77.63948275862069,68.41553315649568,74.79999999999993,74.30440132625904,High,0.14913999999999342,-7.7175066312994,71,4,2016,Complete
61,S2299,KITWIRU SECONDARY SCHOOL,IRINGA,2017,4.233,80.0,35.0,Small,50.412499999999994,96.63999999996193,100.0,74.19824999998858,High,0.23319999999980967,-19.999999999983658,483,2,2016,Limited trend history
62,S6256,NANGARAMO SECONDARY SCHOOL,MTWARA,2025,4.3432,80.0,55.0,Medium,51.790000000000006,93.63999999998029,100.0,73.98699999999408,High,0.21819999999990147,-19.999999999991026,651,2,2024,Limited trend history
63,S3209,BUNDUKI SECONDARY SCHOOL,MOROGORO,2025,4.6278,42.30769230769231,26.0,Small,74.19365384615384,72.29200000000122,74.79999999999993,73.74442692307727,High,0.11146000000000611,-11.10379053649451,71,10,2016,Complete
64,S6139,KIGUNGA SECONDARY SCHOOL,MARA,2025,4.093,82.5,80.0,Large,47.4125,100.0,100.0,73.70625,High,0.4602999999997931,-15.833333333326204,649,2,2024,Limited trend history
65,S3949,CHARLES TOTERA SECONDARY SCHOOL,DAR ES SALAAM,2017,4.5918,50.0,10.0,Small,69.89750000000001,77.777777777755,74.79999999999993,73.24208333332649,High,1.0733999999991246,-5.555555555551002,71,2,2016,Limited trend history
66,S2432,NEW HELLEN SECONDARY SCHOOL,MWANZA,2017,4.0,2.941176470588235,34.0,Small,86.02941176470588,50.0,74.79999999999993,72.97470588235294,High,-0.15319999999987394,-83.26572008106793,71,2,2016,Limited trend history
67,S4154,KAC SECONDARY SCHOOL,ARUSHA,2018,4.2153,37.5,16.0,Small,71.44125,74.29999999999615,74.79999999999993,72.97062499999882,High,0.12149999999998075,-24.999999999996238,71,3,2016,Limited trend history
68,S5070,ULELING'OMBE SECONDARY SCHOOL,MOROGORO,2025,4.3242,70.27027027027027,37.0,Small,56.417364864864865,80.92656687456991,100.0,72.48665249480341,High,0.19526000000000537,-8.374913374913767,483,10,2016,Complete
69,S1559,CHAANI SECONDARY SCHOOL,KASKAZINI UNGUJA,2017,4.4269,65.9090909090909,132.0,Very Large,59.88170454545455,74.31999999998035,100.0,72.23685227272138,High,0.1215999999999018,-12.46928746927727,661,2,2016,Limited trend history
70,S0645,VITUKA SECONDARY SCHOOL,DAR ES SALAAM,2021,4.0625,21.951219512195124,41.0,Small,77.30564024390245,61.6201476327314,74.79999999999993,72.09886441177062,High,0.09678571428572888,-8.452600955117125,71,5,2016,Complete
71,S1766,CHUKWANI SECONDARY SCHOOL,MJINI MAGHARIBI,2025,4.2117,71.875,96.0,Large,54.20875000000001,82.41155107333188,100.0,71.82784032199956,High,0.21246000000000015,-7.983910214666369,649,10,2016,Complete
72,S0404,TUNDURU SECONDARY SCHOOL,RUVUMA,2017,3.9935,81.81818181818183,55.0,Medium,46.50965909090909,94.4999999999638,100.0,71.60482954544369,High,0.22249999999981904,-10.719131614645226,651,2,2016,Limited trend history
73,S2654,NDOOMBO SECONDARY SCHOOL,ARUSHA,2020,,0.0,28.0,Small,100.0,19.642857142890293,74.79999999999993,70.85285714286707,High,-0.19208571428565216,-3.9285714285780586,71,4,2016,Complete
74,S4435,LUMBIJI SECONDARY SCHOOL,MOROGORO,2025,4.4728,59.45945945945946,37.0,Small,63.68027027027027,62.67352976506287,100.0,70.64219406465399,High,0.11491000000000434,-7.938305953012399,483,10,2016,Complete
75,S4012,NAMANDITI SOUTH SECONDARY SCHOOL,RUVUMA,2022,4.2551,69.23076923076923,26.0,Small,56.073365384615386,75.19999999998404,100.0,70.5966826923029,High,0.1259999999999202,-11.98752598752508,483,7,2016,Complete
76,S3607,MTOPWA SECONDARY SCHOOL,MTWARA,2025,4.1131,74.68354430379746,79.0,Large,51.57197784810127,79.06791328903176,100.0,69.50636291076016,High,0.26954999999998913,-5.8135826578063545,649,10,2016,Complete
77,S2704,UKWEGA SECONDARY SCHOOL,IRINGA,2025,4.3197,69.04761904761905,84.0,Large,56.97244047619048,69.64441791604825,100.0,69.37954561290971,High,0.12093000000000716,-9.091683583209363,649,10,2016,Complete
78,S2011,GADFORD SECONDARY SCHOOL,SIMIYU,2018,4.2659,80.0,15.0,Small,50.823750000000004,79.27074074073047,100.0,69.19309722221914,High,0.1926499999999752,-8.148148148147087,483,3,2016,Limited trend history
79,S6310,MGELEMA SECONDARY SCHOOL,KUSINI PEMBA,2024,4.5692,52.63157894736842,19.0,Small,68.29921052631579,65.92797570849535,74.79999999999993,68.8879979757065,High,0.12214999999998821,-8.299595141699543,71,3,2022,Limited trend history
80,S5246,MEMON ACADEMY SECONDARY SCHOOL,MJINI MAGHARIBI,2025,4.3739,83.33333333333334,18.0,Small,50.50708333333333,77.72800000000402,100.0,68.57194166666787,High,0.23364000000001287,-6.200000000000289,483,10,2016,Complete
81,S3615,MALATU SECONDARY SCHOOL,MTWARA,2025,4.3076,76.92307692307693,52.0,Medium,52.88346153846153,73.45220332883791,100.0,68.47739176788214,High,0.17463000000000437,-7.705240665767406,651,10,2016,Complete
82,S6855,BUBAKO SECONDARY SCHOOL,MOROGORO,2025,4.4022,61.904761904761905,21.0,Small,61.57511904761904,58.76809523809538,100.0,68.41798809523813,High,0.06765000000000294,-9.047619047618957,483,3,2023,Limited trend history
83,S6326,UBAGWE SECONDARY SCHOOL,SHINYANGA,2025,3.9618,82.75862068965517,87.0,Large,45.643189655172414,85.29344827585854,100.0,68.40962931034377,High,0.21095000000000316,-8.620689655171583,649,3,2023,Limited trend history
84,S6871,TANWIR ISLAMIC SEMINARY,MJINI MAGHARIBI,2025,4.0821,87.71929824561403,57.0,Medium,44.666600877192984,85.9999999999838,100.0,68.13330043859163,High,0.17999999999991897,-12.280701754380441,651,2,2024,Limited trend history
85,S3549,BRAIN TRUST SECONDARY SCHOOL,DAR ES SALAAM,2018,4.4626,54.166666666666664,24.0,Small,66.19916666666667,66.59594202897452,74.79999999999993,68.03836594202568,High,0.08614999999998249,-9.873188405795606,71,3,2016,Limited trend history
86,S4884,KIZUMBA SECONDARY SCHOOL,PWANI,2025,3.7143,77.77777777777779,9.0,Small,45.03986111111111,85.01799999999861,100.0,68.02533055555514,High,0.175089999999993,-13.481047937569944,483,10,2016,Complete
87,S4240,MWEMBELADU SECONDARY SCHOOL,MJINI MAGHARIBI,2022,4.5364,45.96774193548387,496.0,Very Large,71.22112903225806,44.24618507657718,95.05999999999997,67.89642003910218,High,0.03859000000001605,-7.305637015314795,2,7,2016,Complete
88,S3751,MKOPWE SECONDARY SCHOOL,LINDI,2025,4.4238,59.09090909090909,44.0,Medium,63.25204545454545,53.93615129962838,100.0,67.80686811716124,High,0.02713000000000534,-9.702030259925461,651,10,2016,Complete
89,S2630,IDAMBA SECONDARY SCHOOL,NJOMBE,2025,4.1621,74.07407407407408,54.0,Medium,52.48921296296296,71.7546351891033,100.0,67.77099703821247,High,0.14213000000000914,-8.665727037820293,651,10,2016,Complete
90,S3767,MPOTOLA SECONDARY SCHOOL,MTWARA,2025,4.1634,73.75,80.0,Large,52.667500000000004,70.23508163264916,100.0,67.40427448979474,High,0.1157799999999906,-9.415816326530209,649,10,2016,Complete
91,S2712,NYANDOTO SECONDARY SCHOOL,MARA,2025,4.2606,53.09734513274337,113.0,Large,64.20882743362831,50.035650067665955,100.0,67.11510873711394,High,0.05252000000000491,-7.906330013532995,649,10,2016,Complete
92,S6261,MNAVIRA SECONDARY SCHOOL,MTWARA,2025,4.141,70.58823529411765,34.0,Small,53.96838235294118,66.67999999999236,100.0,66.98819117646829,High,0.08339999999996184,-26.470588235282214,483,2,2024,Limited trend history
93,S2899,IPALA SECONDARY SCHOOL,DODOMA,2025,4.188,63.63636363636363,66.0,Medium,58.03181818181818,59.39944937749656,100.0,66.83574390415805,High,0.08104000000000032,-8.6382898754993,651,10,2016,Complete
94,S3732,CHITEKETE SECONDARY SCHOOL,MTWARA,2025,4.173,87.09677419354838,62.0,Medium,46.11411290322581,77.98497569597944,100.0,66.45254916040673,High,0.43279999999999436,-5.596995139195888,651,10,2016,Complete
95,S3960,KILIMARONDO SECONDARY SCHOOL,LINDI,2025,4.3539,80.0,45.0,Medium,51.923750000000005,68.07317647059116,100.0,66.38382794117734,High,0.17566000000000503,-6.588235294118031,651,8,2018,Complete
96,S5363,KIZAGILA SECONDARY SCHOOL,MOROGORO,2025,4.622,47.61904761904761,21.0,Small,71.4654761904762,52.10926406926366,74.79999999999993,66.32551731601718,High,0.06520000000000094,-7.813852813852695,71,8,2018,Complete
97,S3002,BUGWANDEGE SECONDARY SCHOOL,TABORA,2025,4.2108,66.66666666666666,33.0,Small,56.80166666666667,59.69168155942955,100.0,66.3083378011622,High,0.08587000000000333,-8.503536311885776,483,10,2016,Complete
98,S5078,BIGABIRO SECONDARY SCHOOL,KIGOMA,2025,3.4895,45.45454545454545,22.0,Small,58.39147727272727,56.978000000000215,100.0,66.2891386363637,High,0.03489000000000106,-17.50649350649417,483,10,2016,Complete
99,S4844,AKILIMALI SECONDARY SCHOOL,RUVUMA,2025,4.1176,33.33333333333333,6.0,Small,72.30333333333334,50.0,74.79999999999993,66.11166666666665,High,-0.024239999999989652,-23.333333333334572,71,10,2016,Complete
100,S4696,PELAZIA SECONDARY SCHOOL,MARA,2025,3.4233,68.29268292682927,41.0,Small,46.14490853658536,76.51169200963614,100.0,66.02596187118353,High,0.18601000000000334,-7.861938401927095,483,10,2016,Complete
101,S5197,BUJUMBA SECONDARY SCHOOL,KAGERA,2025,4.104,83.17307692307693,208.0,Very Large,47.21346153846154,74.67909049773962,100.0,66.01045791855265,High,0.2358700000000036,-5.50101809954778,661,10,2016,Complete
102,S0695,DODEANI TECH. SECONDARY SCHOOL,KASKAZINI PEMBA,2020,5.0,0.0,3.0,Small,100.0,3.2051282051212535,74.79999999999993,65.92153846153636,High,-0.001319230769239103,-0.6410256410242507,71,3,2016,Limited trend history
103,S3920,INGWE SECONDARY SCHOOL,MARA,2025,4.2935,72.72727272727273,220.0,Very Large,54.80511363636363,61.645174704439455,100.0,65.89610922951366,High,0.145230000000004,-6.519834940887731,661,10,2016,Complete
104,S4469,NYWELO SECONDARY SCHOOL,TANGA,2025,4.1756,69.49152542372882,59.0,Medium,54.94923728813559,61.05299265258715,100.0,65.79051643984394,High,0.1191700000000035,-7.443798530517291,651,10,2016,Complete
105,S3429,SEMENI SECONDARY SCHOOL,RUVUMA,2025,4.2086,76.08695652173914,46.0,Medium,52.064021739130425,65.10064450127943,100.0,65.56220421994904,High,0.1288599999999999,-7.865728900255892,651,10,2016,Complete
106,S2342,STAMARIA SALOME SECONDARY SCHOOL,DAR ES SALAAM,2025,4.0739,75.0,8.0,Small,50.92375,65.87599999999874,100.0,65.22467499999962,High,0.07937999999999368,-13.89705882352942,483,10,2016,Complete
107,S0438,MASJID QUBAH MUSLIM SEMINARY,DAR ES SALAAM,2022,,0.0,48.0,Medium,100.0,0.0,75.0,65.0,High,-0.523534285714357,0.6741291753109123,6,6,2016,Complete
108,S0292,MBOKA SECONDARY SCHOOL,MWANZA,2019,5.0,0.0,1.0,Small,100.0,0.0,74.79999999999993,64.95999999999998,High,,,71,1,2019,Insufficient trend history
109,S2725,PREMIUM SECONDARY SCHOOL,MWANZA,2016,,0.0,11.0,Small,100.0,0.0,74.79999999999993,64.95999999999998,High,,,71,1,2016,Insufficient trend history
110,S3219,MVUHA SECONDARY SCHOOL,MOROGORO,2025,4.4967,51.02040816326531,147.0,Very Large,68.19854591836734,39.47596611383202,95.05999999999997,64.95406279333328,High,0.04700000000000214,-6.015193222766319,2,10,2016,Complete
111,S5719,MANTANJI SECONDARY SCHOOL,MBEYA,2025,2.2237,11.11111111111111,18.0,Small,59.74069444444444,50.0,100.0,64.87034722222222,High,-0.3869300000000222,-26.71957671957846,483,6,2020,Complete
112,S5170,MAUWANI SECONDARY SCHOOL,KUSINI PEMBA,2025,4.4202,71.42857142857143,126.0,Very Large,57.03821428571429,53.66771701982621,100.0,64.61942224880501,High,0.11895000000000784,-5.975543403964929,661,10,2016,Complete
113,S5938,KITUMBI SECONDARY SCHOOL,TANGA,2025,4.1222,85.41666666666666,48.0,Medium,46.319166666666675,71.23833333332576,100.0,64.53108333333107,High,0.17389999999998296,-7.291666666665831,651,3,2023,Limited trend history
114,S0743,KAMBARAGE SECONDARY SCHOOL,MARA,2025,4.0251,75.71428571428571,70.0,Medium,49.956607142857145,64.82758863967436,100.0,64.42658016333088,High,0.15183000000000607,-6.8923177279346275,651,10,2016,Complete
115,S4088,ACTAS SECONDARY SCHOOL,DAR ES SALAAM,2017,4.3878,47.61904761904761,42.0,Medium,68.5379761904762,50.0,75.0,64.2689880952381,High,0.27549999999977665,12.735326688804665,6,2,2016,Limited trend history
116,S6325,MAPAMBA SECONDARY SCHOOL,SHINYANGA,2025,4.1207,86.8421052631579,38.0,Small,45.587697368421054,71.53110047846624,100.0,64.2531788277504,High,0.3259999999999931,-4.306220095693249,483,3,2023,Limited trend history
117,S4551,UWANDANI SECONDARY SCHOOL,KASKAZINI PEMBA,2025,4.3993,58.333333333333336,36.0,Small,63.32458333333334,41.76496096799799,100.0,64.19177995706607,High,0.06920000000000649,-5.58499219359934,483,9,2017,Complete
118,S4021,YESHUA SECONDARY SCHOOL,DAR ES SALAAM,2023,4.6128,25.0,32.0,Small,82.66,26.13600000000172,74.79999999999993,64.1308000000005,High,0.1306800000000086,9.172514619884097,71,8,2016,Complete
119,S2532,ADAM SECONDARY SCHOOL,MBEYA,2025,4.0556,40.0,10.0,Small,68.195,50.13999999999971,74.79999999999993,64.09949999999989,High,0.0006999999999985333,-17.447895100069964,71,10,2016,Complete
120,S6288,REGICHERI SECONDARY SCHOOL,MARA,2025,4.0123,88.88888888888889,45.0,Medium,43.20930555555555,74.77999999998896,100.0,64.03865277777446,High,0.1238999999999448,-11.111111111106123,651,2,2024,Limited trend history
121,S4603,KILANGALI SECONDARY SCHOOL,MOROGORO,2025,4.1832,78.48101265822784,79.0,Large,50.549493670886086,62.130809548990676,100.0,63.91398970014025,High,0.13158000000000936,-7.16296190979776,649,10,2016,Complete
122,S2078,MASABA SECONDARY SCHOOL,MARA,2025,4.2987,64.92537313432835,134.0,Very Large,58.771063432835824,48.32878096534022,100.0,63.88416600601998,High,0.06867999999999977,-6.918556193068054,661,10,2016,Complete
123,S5826,NYAMBURI SECONDARY SCHOOL,MARA,2025,4.2416,84.0,50.0,Medium,48.52,65.34305827506161,100.0,63.86291748251848,High,0.16534000000000992,-6.4550116550119245,651,4,2022,Complete
