priority_rank,school_id,school_name,region,latest_year,latest_gpa,latest_pass_rate,latest_sat,size_band,severity_score,trend_decline_score,recoverability_score,priority_score,priority_category,gpa_slope,pass_rate_slope,similar_school_count,evidence_years,first_year,data_quality
1780,S6058,BONYOKWA SECONDARY SCHOOL,DAR ES SALAAM,2025,3.8793,90.8675799086758,219.0,Very Large,40.557460045662104,0.0,100.0,40.278730022831056,Medium,-0.09319999999999205,7.983590751149744,661,3,2023,Limited trend history
1781,S2052,MCHOMBE SECONDARY SCHOOL,MOROGORO,2025,3.8171,96.7479674796748,123.0,Very Large,36.8397662601626,6.193838254172303,100.0,40.278034606332994,Medium,-0.003579999999992749,-1.2387676508344607,661,10,2016,Complete
1782,S3618,NDELA SECONDARY SCHOOL,RUVUMA,2025,3.9359,92.3076923076923,52.0,Medium,40.54490384615385,0.0,100.0,40.27245192307693,Medium,-0.05138000000000451,2.583840873085599,651,10,2016,Complete
1783,S6306,BUGWANGOSO SECONDARY SCHOOL,TABORA,2025,3.8493,90.1639344262295,61.0,Medium,40.53428278688525,0.0,100.0,40.26714139344263,Medium,-0.11069999999995019,6.073025335317674,651,2,2024,Limited trend history
1784,S2313,MWIGUNDU SECONDARY SCHOOL,MARA,2025,4.0032,94.01709401709401,117.0,Large,40.53145299145299,0.0,100.0,40.2657264957265,Medium,-0.03887000000000379,6.697705289255021,649,10,2016,Complete
1785,S2682,KIHESA SECONDARY SCHOOL,IRINGA,2025,3.7052,97.32142857142857,224.0,Very Large,35.15428571428571,8.945999999997218,100.0,40.26094285714203,Medium,0.044729999999986086,0.6470617526094694,661,10,2016,Complete
1786,S3719,MSITU WA TEMBO SECONDARY SCHOOL,MANYARA,2025,3.9258,92.10526315789474,76.0,Large,40.519868421052635,0.0,100.0,40.25993421052632,Medium,-0.1724500000000051,9.79135271901972,649,10,2016,Complete
1787,S5772,KINYIKA SECONDARY SCHOOL,NJOMBE,2025,3.8765,100.0,18.0,Small,35.95625,7.575757575756851,100.0,40.25085227272706,Medium,-0.013760000000003306,-1.5151515151513704,483,4,2022,Complete
1788,S2456,BUJELA SECONDARY SCHOOL,MBEYA,2025,3.9119,91.80327868852459,61.0,Medium,40.49711065573771,0.0,100.0,40.24855532786886,Medium,-0.10408999999999785,2.2821047019786893,651,10,2016,Complete
1789,S2745,MTIMBWANI SECONDARY SCHOOL,TANGA,2025,3.9478,92.70833333333334,96.0,Large,40.493333333333325,0.0,100.0,40.24666666666666,Medium,-0.03465000000000178,1.0856993744651027,649,10,2016,Complete
1790,S3322,MKATA SECONDARY SCHOOL,TANGA,2025,3.9689,93.59605911330048,203.0,Very Large,40.313220443349756,0.2960000000007079,100.0,40.24541022167509,Medium,0.0014800000000035395,0.825964732941351,661,10,2016,Complete
1791,S3329,KICHEBA SECONDARY SCHOOL,TANGA,2025,3.9788,93.58974358974359,78.0,Large,40.440128205128204,0.0,100.0,40.2200641025641,Medium,-0.1110600000000016,9.165810646907694,649,10,2016,Complete
1792,S1263,MKUYU SECONDARY SCHOOL,TANGA,2025,3.9364,92.53731343283582,67.0,Medium,40.43634328358209,0.0,100.0,40.218171641791045,Medium,-0.10179000000000261,5.344579479089991,651,10,2016,Complete
1793,S4597,IKUYU SECONDARY SCHOOL,DODOMA,2025,3.6088,98.50746268656717,67.0,Medium,33.356268656716416,15.844139303483807,93.91258318209317,40.21389275582199,Medium,0.06386000000000551,-0.6144278606965411,862,10,2016,Complete
1794,S3369,NDURUMA DAY SECONDARY SCHOOL,MWANZA,2025,3.8047,89.31623931623932,234.0,Very Large,40.40063034188034,0.0,100.0,40.20031517094017,Medium,-0.011659999999995252,1.7941085290303436,661,10,2016,Complete
1795,S1388,THOMAS SECONDARY SCHOOL,DAR ES SALAAM,2021,3.7875,88.88888888888889,27.0,Small,40.39930555555556,0.0,100.0,40.19965277777778,Medium,-0.27773000000002634,7.9650845608325564,483,5,2017,Complete
1796,S4725,MAKWEMA SECONDARY SCHOOL,IRINGA,2025,3.4673,100.0,144.0,Very Large,30.84125,15.929110271382307,100.0,40.19935808141469,Medium,0.05619999999999189,-0.9378220542767854,856,10,2016,Complete
1797,S4866,UNDOMO SECONDARY SCHOOL,TABORA,2025,3.9657,100.0,36.0,Small,37.07125,5.543999999999918,100.0,40.19882499999997,Medium,0.02771999999999959,1.8006218422078846,483,10,2016,Complete
1798,S1422,KIBACHA SECONDARY SCHOOL,KILIMANJARO,2025,3.7897,89.31297709923665,131.0,Very Large,40.21476145038167,0.3022866431349119,100.0,40.198066718131315,Medium,-0.06463000000000683,-0.06045732862698237,661,10,2016,Complete
1799,S2275,LUBIGA SECONDARY SCHOOL,SIMIYU,2025,3.8784,91.17647058823529,68.0,Medium,40.39176470588236,0.0,100.0,40.19588235294118,Medium,-0.06763000000000442,1.4788153023449375,651,10,2016,Complete
1800,S5137,ST. MONICA CATHOLIC SEMINARY,NJOMBE,2025,2.71,100.0,45.0,Medium,21.375,35.73600000000205,93.91258318209317,40.19081663641925,Medium,0.17868000000001025,4.256661309384458e-15,862,10,2016,Complete
1801,S4439,KIABAKARI SECONDARY SCHOOL,MARA,2025,3.8893,91.47727272727273,176.0,Very Large,40.377613636363634,0.0,100.0,40.18880681818182,Medium,-0.05898000000001256,5.008780033516796,661,10,2016,Complete
1802,S3588,NONGWE SECONDARY SCHOOL,MOROGORO,2025,3.7544,91.11111111111111,45.0,Medium,38.87444444444444,2.4988520649314494,100.0,40.18687784170166,Medium,-0.07363000000000644,-0.4997704129862899,651,10,2016,Complete
1803,S2894,MAKOLE SECONDARY SCHOOL,DODOMA,2025,3.8733,91.08527131782945,258.0,Very Large,40.37361434108527,0.0,100.0,40.186807170542636,Medium,-0.02244000000000518,3.264554853658831,661,10,2016,Complete
1804,S2292,MSOWERO SECONDARY SCHOOL,MOROGORO,2025,3.8964,91.66666666666666,156.0,Very Large,40.37166666666667,0.0,100.0,40.185833333333335,Medium,-0.07028000000000316,7.4904575490713095,661,10,2016,Complete
1805,S2740,LUNDI SECONDARY SCHOOL,MOROGORO,2025,4.0863,96.42857142857143,28.0,Small,40.36446428571428,0.0,100.0,40.18223214285714,Medium,-0.11414000000000822,11.673446836613628,483,10,2016,Complete
1806,S4310,KITAWASI SECONDARY SCHOOL,MARA,2025,3.9192,100.0,56.0,Medium,36.49,6.445999999999696,100.0,40.17879999999991,Medium,0.03222999999999848,2.236670530281264,651,10,2016,Complete
1807,S6322,BUYOMBE SECONDARY SCHOOL,GEITA,2025,3.8218,89.83050847457628,59.0,Medium,40.35724576271186,0.0,100.0,40.178622881355935,Medium,-0.22509999999989808,2.6876513317179116,651,2,2024,Limited trend history
1808,S5883,NGEMO SECONDARY SCHOOL,GEITA,2025,3.5679,93.75,48.0,Medium,35.223749999999995,8.55000000000132,100.0,40.17687500000039,Medium,0.0427500000000066,0.32327586206908476,651,3,2023,Limited trend history
1809,S6162,NKILIZYA SECONDARY SCHOOL,MWANZA,2025,3.7845,88.96103896103897,154.0,Very Large,40.325730519480516,0.0,100.0,40.16286525974026,Medium,-0.07689999999996561,4.529901236486025,661,2,2024,Limited trend history
1810,S4492,NICODEMUS SECONDARY SCHOOL,KIGOMA,2023,3.688,100.0,13.0,Small,33.6,27.43570370370724,75.64102564102569,40.15891623931731,Medium,0.11866000000001899,-0.7407407407406885,965,8,2016,Complete
1811,S0417,MWAKALELI SECONDARY SCHOOL,MBEYA,2025,3.6715,95.13888888888889,144.0,Very Large,35.824305555555554,7.488484773932871,100.0,40.158698209957635,Medium,-0.026339999999995454,-1.4976969547865742,661,10,2016,Complete
1812,S1583,MUGOMA SECONDARY SCHOOL,KAGERA,2025,3.8848,91.48936170212765,94.0,Large,40.31531914893617,0.0,100.0,40.157659574468084,Medium,-0.08121999999999847,5.588300850112884,649,10,2016,Complete
1813,S2887,MITUNDURUNI SECONDARY SCHOOL,SINGIDA,2025,3.7836,88.96551724137932,145.0,Very Large,40.31224137931034,0.0,100.0,40.15612068965517,Medium,-0.08512000000001052,5.670685807431721,661,10,2016,Complete
1814,S2891,UMONGA SECONDARY SCHOOL,DODOMA,2025,3.8504,93.22033898305084,118.0,Large,39.019830508474584,2.143999999999104,100.0,40.15311525423702,Medium,0.01071999999999552,0.7702206528808414,649,10,2016,Complete
1815,S2545,NAMALENGA SECONDARY SCHOOL,MTWARA,2025,3.8715,91.17647058823529,68.0,Medium,40.30551470588236,0.0,100.0,40.15275735294118,Medium,-0.11366000000000918,5.756869337861966,651,10,2016,Complete
1816,S2870,SHIBULA SECONDARY SCHOOL,MWANZA,2025,3.7852,98.51485148514851,202.0,Very Large,35.55757425742575,7.901972463762167,100.0,40.14937886784152,Medium,0.03132000000000217,-0.3275944927523465,661,10,2016,Complete
1817,S6277,SAMA MEMORIAL SECONDARY SCHOOL,MOROGORO,2025,3.8235,90.0,90.0,Large,40.29375,0.0,100.0,40.146875,Medium,-0.12982000000000457,7.7165991902837545,649,4,2022,Complete
1818,S1994,IWINDI SECONDARY SCHOOL,MBEYA,2025,3.8114,89.70588235294117,136.0,Very Large,40.28955882352941,0.0,100.0,40.1447794117647,Medium,-0.09226000000000276,2.785905136036256,661,10,2016,Complete
1819,S4839,LUMBILA SECONDARY SCHOOL,SONGWE,2025,3.7322,97.05882352941177,34.0,Small,35.62308823529412,7.77600000000022,100.0,40.14434411764712,Medium,0.0388800000000011,2.403070984491363,483,10,2016,Complete
1820,S4577,KAMUNYONGE SECONDARY SCHOOL,MARA,2025,3.8571,90.85714285714286,175.0,Very Large,40.28517857142857,0.0,100.0,40.14258928571428,Medium,-0.035120000000004786,0.7785817092336729,661,10,2016,Complete
1821,S2227,KITOWO SECONDARY SCHOOL,IRINGA,2025,3.8939,97.61904761904762,42.0,Medium,37.36422619047619,4.860000000000082,100.0,40.14011309523812,Medium,0.024300000000000408,0.20686007689416785,651,9,2016,Complete
1822,S5334,DEO SANGA SECONDARY SCHOOL,NJOMBE,2025,3.581,96.24413145539906,213.0,Very Large,34.140434272300475,10.222000000000588,100.0,40.13681713615041,Medium,0.05111000000000294,0.2703055902133888,856,9,2017,Complete
1823,S6435,DR. OSCAR KIKOYO SECONDARY SCHOOL,KAGERA,2025,3.8739,91.30434782608695,115.0,Large,40.27157608695652,0.0,100.0,40.13578804347826,Medium,,,649,1,2025,Insufficient trend history
1824,S3744,MPANDA NDOGO SECONDARY SCHOOL,KATAVI,2025,3.793,89.28571428571429,56.0,Medium,40.269642857142856,0.0,100.0,40.13482142857143,Medium,-0.028610000000006627,3.709159261790892,651,10,2016,Complete
1825,S2430,BUMBWINI SECONDARY SCHOOL,KASKAZINI UNGUJA,2025,3.9568,93.38842975206612,121.0,Very Large,40.26578512396694,0.0,100.0,40.13289256198347,Medium,-0.13764999999999525,7.473639213450777,661,10,2016,Complete
1826,S4017,GOSPEL CAMPAIGN SECONDARY SCHOOL,DAR ES SALAAM,2023,3.7192,87.5,8.0,Small,40.239999999999995,0.0,100.0,40.12,Medium,-0.13081000000003717,4.068181818182187,483,8,2016,Complete
1827,S3503,MWENDAKULIMA SECONDARY SCHOOL,SHINYANGA,2025,3.6902,91.2568306010929,183.0,Very Large,37.99908469945355,3.7048192300697904,100.0,40.11098811874771,Medium,0.005069999999999701,-0.53816384601397,661,10,2016,Complete
1828,S2029,SHUNGUBWENI SECONDARY SCHOOL,PWANI,2025,4.1193,97.5609756097561,82.0,Large,40.21076219512195,0.0,100.0,40.10538109756098,Medium,-0.14099999999999832,15.218757939921838,649,10,2016,Complete
1829,S6461,KILINDA SECONDARY SCHOOL,KATAVI,2025,3.8159,90.0,30.0,Small,40.198750000000004,0.0,100.0,40.099375,Medium,,,483,1,2025,Insufficient trend history
1830,S5356,ST. DON BOSCO MTIMBIRA GIRLS' SECONDARY SCHOOL,MOROGORO,2025,3.3974,100.0,15.0,Small,29.9675,33.27800000000122,75.64102564102569,40.095355128205505,Medium,0.16639000000000612,4.256661309384458e-15,965,10,2016,Complete
1831,S3056,KIRURUMA SECONDARY SCHOOL,KAGERA,2025,3.9152,92.5,120.0,Very Large,40.19,0.0,100.0,40.095,Medium,-0.021010000000005913,2.401309755149911,661,10,2016,Complete
1832,S1300,KWAMTIPURA SECONDARY SCHOOL,MJINI MAGHARIBI,2025,3.9996,94.61077844311377,167.0,Very Large,40.18961077844311,0.0,100.0,40.094805389221555,Medium,-0.1364600000000044,6.885751985182063,661,9,2016,Complete
1833,S3507,LIBOBE SECONDARY SCHOOL,MTWARA,2025,3.9277,100.0,64.0,Medium,36.596250000000005,5.982000000001714,100.0,40.09272500000051,Medium,0.029910000000008572,0.3010752688171911,651,10,2016,Complete
1834,S2311,MALIGISU SECONDARY SCHOOL,MWANZA,2025,3.4997,100.0,194.0,Very Large,31.246249999999996,14.896908212560952,100.0,40.09219746376829,Medium,0.0731500000000037,-0.05338164251204253,856,10,2016,Complete
1835,S1779,MRIJO SECONDARY SCHOOL,DODOMA,2025,3.948,93.33333333333333,105.0,Large,40.18333333333334,0.0,100.0,40.09166666666667,Medium,-0.09463000000000722,3.711141304348524,649,10,2016,Complete
1836,S4457,KALEMBE SECONDARY SCHOOL,RUKWA,2025,4.0241,95.23809523809523,21.0,Small,40.18220238095238,0.0,100.0,40.091101190476195,Medium,-0.07848999999999859,6.083743842364268,483,10,2016,Complete
1837,S1677,ITEPULA SECONDARY SCHOOL,SONGWE,2025,3.901,97.67441860465115,86.0,Large,37.42529069767442,4.588000000000222,100.0,40.089045348837274,Medium,0.022940000000001112,5.3261351052048,649,10,2016,Complete
1838,S3938,DURU SECONDARY SCHOOL,MANYARA,2025,3.8429,91.66666666666666,36.0,Small,39.702916666666674,0.7600000000010383,100.0,40.07945833333365,Medium,0.0038000000000051916,2.4253731343280855,483,10,2016,Complete
1839,S1713,J M MAKWETA SECONDARY SCHOOL,NJOMBE,2025,3.7821,90.76923076923077,130.0,Very Large,39.39163461538461,1.2637213668058744,100.0,40.07493371773407,Medium,-0.021410000000002292,-0.2527442733611749,661,10,2016,Complete
1840,S2051,KIYONGWILE SECONDARY SCHOOL,MOROGORO,2025,3.8347,90.57239057239057,297.0,Very Large,40.147554713804716,0.0,100.0,40.073777356902355,Medium,-0.09534000000001153,6.1151680267237785,661,10,2016,Complete
1841,S5991,KISERIANI SECONDARY SCHOOL,ARUSHA,2025,3.9038,92.3076923076923,78.0,Large,40.143653846153846,0.0,100.0,40.07182692307693,Medium,-0.08725000000001025,3.9969834087480227,649,3,2023,Limited trend history
1842,S4151,MIHANDE SECONDARY SCHOOL,PWANI,2025,3.8802,91.72932330827066,133.0,Very Large,40.137838345864665,0.0,100.0,40.06891917293233,Medium,-0.04612000000000555,0.27098517169806147,661,10,2016,Complete
1843,S3457,MKOMALILE SECONDARY SCHOOL,RUVUMA,2025,3.959,93.75,16.0,Small,40.112500000000004,0.0,100.0,40.056250000000006,Medium,-0.18001000000000777,10.619156147733205,483,10,2016,Complete
1844,S7304,KISAKI MAJIMOTO SECONDARY SCHOOL,MOROGORO,2025,3.9048,96.7741935483871,62.0,Medium,37.922903225806444,3.6290322580628995,100.0,40.050161290322094,Medium,-0.014699999999994495,-0.72580645161258,651,2,2024,Limited trend history
1845,S6867,MPAMAA SECONDARY SCHOOL,SINGIDA,2025,4.0219,95.34883720930233,43.0,Medium,40.09933139534883,0.0,100.0,40.04966569767441,Medium,,,651,1,2025,Insufficient trend history
1846,S2911,NAMANGA SECONDARY SCHOOL,ARUSHA,2025,3.4093,98.0225988700565,354.0,Very Large,31.10495056497175,14.990101694916923,100.0,40.04950579096095,Medium,0.060120000000007355,-0.5932203389830902,856,10,2016,Complete
1847,S3969,LIGWA SECONDARY SCHOOL,SINGIDA,2025,3.8827,96.25,80.0,Large,37.90875,3.6499999999993813,100.0,40.04937499999981,Medium,0.018249999999996908,0.6509454922487549,649,10,2016,Complete
1848,S3255,TAE SECONDARY SCHOOL,KILIMANJARO,2025,3.8344,90.69767441860465,86.0,Large,40.081162790697675,0.0,100.0,40.04058139534884,Medium,-0.05588999999999634,2.0148924736375173,649,10,2016,Complete
1849,S1864,KIRANYI SECONDARY SCHOOL,ARUSHA,2025,3.8233,90.43280182232346,439.0,Very Large,40.07484908883828,0.0,100.0,40.03742454441914,Medium,-0.07855999999999984,5.15195097668978,661,10,2016,Complete
1850,S0603,KWAPAKACHA SECONDARY SCHOOL,DODOMA,2025,3.9951,94.73684210526315,152.0,Very Large,40.070328947368424,0.0,100.0,40.03516447368421,Medium,-0.02910000000000249,6.533378901800134,661,10,2016,Complete
1851,S6882,UFUNGILO SECONDARY SCHOOL,TANGA,2025,4.1145,97.72727272727273,44.0,Medium,40.067613636363625,0.0,100.0,40.033806818181816,Medium,,,651,1,2025,Insufficient trend history
1852,S3854,YALAWE SECONDARY SCHOOL,MBEYA,2025,3.8715,91.66666666666666,48.0,Medium,40.060416666666676,0.0,100.0,40.030208333333334,Medium,-0.04907000000000375,0.19732326698715988,651,10,2016,Complete
1853,S1102,MAHUTA T D F SECONDARY SCHOOL,MTWARA,2025,3.9369,93.33333333333333,90.0,Large,40.044583333333335,0.0,100.0,40.02229166666667,Medium,-0.05890000000000074,7.003539835366331,649,10,2016,Complete
1854,S0653,MWAKAVUTA SECONDARY SCHOOL,NJOMBE,2025,3.9714,94.20289855072464,69.0,Medium,40.04105072463768,0.0,100.0,40.020525362318836,Medium,-0.007969999999999335,1.9618014307968243,651,10,2016,Complete
1855,S1731,IFWAGI SECONDARY SCHOOL,IRINGA,2025,3.7246,96.69421487603306,121.0,Very Large,35.710392561983475,7.214881767582781,100.0,40.019660811266576,Medium,0.008729999999997302,-1.0937763535166642,661,10,2016,Complete
1856,S4977,MICHENZANI SECONDARY SCHOOL,KUSINI PEMBA,2025,3.9849,94.54545454545455,55.0,Medium,40.03852272727273,0.0,100.0,40.01926136363636,Medium,-0.1330600000000019,11.841676428534091,651,10,2016,Complete
1857,S4205,MTUNDURU SECONDARY SCHOOL,SINGIDA,2025,3.8236,90.54054054054053,74.0,Large,40.024729729729735,0.0,100.0,40.012364864864864,Medium,-0.09191000000000037,5.012472553525051,649,10,2016,Complete
1858,S6638,KUMSENGA SECONDARY SCHOOL,KIGOMA,2025,3.8014,100.0,57.0,Medium,35.0175,8.339999999997168,100.0,40.01074999999915,Medium,0.041699999999985846,7.812499999999878,651,3,2023,Limited trend history
1859,S0700,KIDONGOCHEKUNDU SECONDARY SCHOOL,MJINI MAGHARIBI,2025,4.0425,96.01990049751244,201.0,Very Large,40.02129975124379,0.0,100.0,40.010649875621894,Medium,-0.11811999999999015,10.450632494909648,661,9,2016,Complete
1860,S2691,KIBUTA SECONDARY SCHOOL,PWANI,2025,3.8885,92.17391304347827,115.0,Large,40.01929347826087,0.0,100.0,40.00964673913043,Medium,-0.11094000000001,1.8280483390136104,649,10,2016,Complete
1861,S0389,SHAURITANGA SECONDARY SCHOOL,KILIMANJARO,2025,3.0634,100.0,49.0,Medium,25.7925,27.758000000000404,93.91258318209317,40.006166636418754,Medium,0.13879000000000202,4.256661309384458e-15,862,9,2016,Complete
1862,S4924,FUMAGILA SECONDARY SCHOOL,MWANZA,2025,3.7027,90.0523560209424,382.0,Very Large,38.7575719895288,2.067498044696467,100.0,39.99903540817334,Low,-0.07499999999999946,-0.4134996089392934,661,10,2016,Complete
1863,S0519,LALAGO SECONDARY SCHOOL,SIMIYU,2025,3.0347,100.0,99.0,Large,25.43375,24.254000000002097,100.0,39.99307500000063,Low,0.1212700000000105,4.256661309384458e-15,862,10,2016,Complete
1864,S1311,SINZA TOWER SECONDARY SCHOOL,DAR ES SALAAM,2025,3.2659,100.0,15.0,Small,28.323749999999997,35.66200000000108,75.64102564102569,39.98868012820546,Low,0.1783100000000054,3.8461538461539635,965,10,2016,Complete
1865,S4433,KIDETE DAY SECONDARY SCHOOL,MOROGORO,2025,3.9712,94.33962264150944,53.0,Medium,39.97018867924528,0.0,100.0,39.98509433962264,Low,-0.027620000000006736,2.609710795192601,651,10,2016,Complete
1866,S2351,UKATA SECONDARY SCHOOL,RUVUMA,2025,4.1972,100.0,9.0,Small,39.964999999999996,0.0,100.0,39.9825,Low,-0.052229999999997404,11.396103896103627,483,10,2016,Complete
1867,S4276,ILELA SECONDARY SCHOOL,KATAVI,2025,3.9696,94.33962264150944,53.0,Medium,39.95018867924528,0.0,100.0,39.97509433962264,Low,-0.04875999999999323,5.653097043995245,651,10,2016,Complete
1868,S2767,GEREZANI SECONDARY SCHOOL,DAR ES SALAAM,2025,3.9061,96.98996655518395,299.0,Very Large,37.831266722408024,3.5299999999987244,100.0,39.97463336120363,Low,0.017649999999993622,5.527986831583239,661,10,2016,Complete
1869,S3160,MABAWE SECONDARY SCHOOL,KAGERA,2025,3.8502,91.35802469135803,81.0,Large,39.948487654320985,0.0,100.0,39.97424382716049,Low,-0.11936000000000385,6.77294858892648,649,10,2016,Complete
1870,S4953,BUTONGA SECONDARY SCHOOL,MWANZA,2025,3.9496,93.84615384615384,65.0,Medium,39.946923076923085,0.0,100.0,39.97346153846154,Low,-0.08415999999999546,13.524783605515363,651,10,2016,Complete
1871,S3809,MWERA SECONDARY SCHOOL,TANGA,2025,3.9879,94.8051948051948,77.0,Large,39.946152597402595,0.0,100.0,39.9730762987013,Low,-0.07257999999999751,4.179964406748733,649,10,2016,Complete
1872,S5765,MUMITERAMA SECONDARY SCHOOL,KAGERA,2025,4.0332,95.94594594594594,74.0,Large,39.94202702702703,0.0,100.0,39.97101351351351,Low,-0.15447999999999198,14.75267519347235,649,4,2022,Complete
1873,S3116,MBUYUNI SECONDARY SCHOOL,MTWARA,2025,4.0048,95.23809523809523,63.0,Medium,39.94095238095239,0.0,100.0,39.97047619047619,Low,-0.08592000000000172,7.417006784540425,651,10,2016,Complete
1874,S1135,MSANGANO SECONDARY SCHOOL,SONGWE,2025,3.8979,92.5925925925926,81.0,Large,39.9274537037037,0.0,100.0,39.963726851851845,Low,-0.14486000000000002,9.110689170182837,649,10,2016,Complete
1875,S2103,ITALE SECONDARY SCHOOL,SONGWE,2025,4.0113,95.45454545454545,44.0,Medium,39.91397727272728,0.0,100.0,39.95698863636364,Low,-0.15900000000000172,8.549845972340808,651,10,2016,Complete
1876,S2448,MVUMI MISSION SECONDARY SCHOOL,DODOMA,2025,3.9382,95.73170731707317,164.0,Very Large,38.86164634146341,1.7319999999995153,100.0,39.95042317073156,Low,0.008659999999997576,1.1034036042894675,661,9,2016,Complete
1877,S2730,IMBAFI SECONDARY SCHOOL,DODOMA,2025,4.0908,97.46835443037975,79.0,Large,39.900822784810124,0.0,100.0,39.95041139240506,Low,-0.04807999999999906,4.350088093969146,649,10,2016,Complete
1878,S4223,MBWENITETA SECONDARY SCHOOL,DAR ES SALAAM,2025,4.0,95.2054794520548,146.0,Very Large,39.8972602739726,0.0,100.0,39.948630136986296,Low,-0.1210200000000056,8.99648129724278,661,10,2016,Complete
1879,S6866,KITOBO SECONDARY SCHOOL,KAGERA,2025,3.7845,89.83050847457628,59.0,Medium,39.89099576271186,0.0,100.0,39.945497881355934,Low,-0.19529999999998965,6.617381896862445,651,3,2023,Limited trend history
1880,S0678,MUGANGO SECONDARY SCHOOL,MARA,2025,3.8465,91.39784946236558,186.0,Very Large,39.882325268817205,0.0,100.0,39.9411626344086,Low,-0.2007100000000099,16.465964575722577,661,10,2016,Complete
1881,S2942,KWEMASHAI SECONDARY SCHOOL,TANGA,2025,4.1904,100.0,68.0,Medium,39.88,0.0,100.0,39.94,Low,-0.06039999999999447,8.446115288220456,651,10,2016,Complete
1882,S5399,ANNEY TRUST SECONDARY SCHOOL,NJOMBE,2020,3.9237,93.33333333333333,30.0,Small,39.879583333333336,0.0,100.0,39.939791666666665,Low,-0.10920000000001967,3.347152847153422,483,5,2016,Complete
1883,S1225,MATANDA SECONDARY SCHOOL,LINDI,2025,4.0205,95.78947368421052,95.0,Large,39.86151315789474,0.0,100.0,39.93075657894737,Low,-0.07335999999999958,2.5494838895361465,649,10,2016,Complete
1884,S4137,LAZELI SECONDARY SCHOOL,ARUSHA,2016,3.8073,90.47619047619048,21.0,Small,39.85315476190476,0.0,100.0,39.92657738095238,Low,,,483,1,2016,Insufficient trend history
1885,S5311,DR. OMAR ALI JUMA PEMBA SECONDARY SCHOOL,KUSINI PEMBA,2025,3.9737,94.64285714285714,56.0,Medium,39.84982142857143,0.0,100.0,39.924910714285716,Low,-0.15024000000000517,11.794308303072805,651,10,2016,Complete
1886,S2278,MACECHU SECONDARY SCHOOL,TANGA,2025,3.8561,91.70506912442397,217.0,Very Large,39.848715437788016,0.0,100.0,39.92435771889401,Low,-0.031070000000003213,3.974363117172349,661,10,2016,Complete
1887,S1118,MLONGWEMA SECONDARY SCHOOL,TANGA,2025,3.7611,95.55555555555556,45.0,Medium,36.73597222222222,5.1737273576075395,100.0,39.92010431839337,Low,0.012609999999993874,-0.5303454715217529,651,10,2016,Complete
1888,S1065,MWEMA SECONDARY SCHOOL,MARA,2025,3.766,89.47368421052632,57.0,Medium,39.838157894736845,0.0,100.0,39.91907894736842,Low,-0.09598000000001115,2.4580396756032923,651,10,2016,Complete
1889,S1630,MASOKO SECONDARY SCHOOL,MBEYA,2025,3.7323,94.87179487179486,78.0,Large,36.71785256410257,5.192307692307599,100.0,39.916618589743564,Low,-0.05855000000000183,-1.03846153846152,649,10,2016,Complete
1890,S5850,NYAKANAZI SECONDARY SCHOOL,KAGERA,2025,3.8574,92.56965944272446,323.0,Very Large,39.43267027863777,0.6580000000006576,100.0,39.91373513931909,Low,0.003290000000003288,0.7601151202801082,661,4,2022,Complete
1891,S3378,NG'HUMBI SECONDARY SCHOOL,DODOMA,2025,3.6512,91.66666666666666,48.0,Medium,37.30666666666667,4.185704766664628,100.0,39.90904476333272,Low,-0.06889999999999567,-0.8371409533329256,651,10,2016,Complete
1892,S2846,MAIN GREENHILL SECONDARY SCHOOL,DAR ES SALAAM,2025,2.9849,97.33333333333334,75.0,Large,26.14458333333333,22.7828222669353,100.0,39.90713834674726,Low,0.1093400000000012,-0.1829644533870121,862,10,2016,Complete
1893,S1154,MNAZI SECONDARY SCHOOL,TANGA,2025,3.97,94.65648854961832,131.0,Very Large,39.79675572519084,0.0,100.0,39.898377862595424,Low,-0.03015999999999924,1.2498367221233737,661,10,2016,Complete
1894,S1042,MUNGAA SECONDARY SCHOOL,SINGIDA,2025,3.837,91.35802469135803,162.0,Very Large,39.78348765432099,0.0,100.0,39.8917438271605,Low,-0.04104000000000668,0.6610050496670711,661,9,2016,Complete
1895,S5961,KANONO SECONDARY SCHOOL,KAGERA,2025,3.9127,93.96551724137932,116.0,Large,39.42599137931034,0.5934532733645659,100.0,39.891031671664535,Low,-0.007949999999998625,-0.11869065467291319,649,3,2023,Limited trend history
1896,S5103,CALFONIA HILLS SECONDARY SCHOOL,MWANZA,2025,2.6116,100.0,46.0,Medium,20.145000000000003,36.75799999999892,93.91258318209317,39.88241663641831,Low,0.18378999999999462,4.256661309384458e-15,862,10,2016,Complete
1897,S2650,DR.A.M. SHEIN SECONDARY SCHOOL,RUVUMA,2025,3.8683,94.28571428571428,35.0,Small,38.71089285714286,1.753246753247442,100.0,39.88142045454566,Low,-0.044329999999996136,-0.35064935064948843,483,10,2016,Complete
1898,S2851,MEMA SECONDARY SCHOOL,KILIMANJARO,2025,3.8731,94.11764705882352,68.0,Medium,38.85492647058824,1.5059999999987683,100.0,39.87926323529375,Low,0.007529999999993842,3.6478251350171624,651,10,2016,Complete
1899,S1439,KIDODI SECONDARY SCHOOL,MOROGORO,2025,3.9416,94.04388714733543,319.0,Very Large,39.74805642633229,0.0,100.0,39.87402821316614,Low,-0.04550000000000087,1.9391930301915214,661,10,2016,Complete
