school_id,school_name,region,latest_year,latest_gpa,latest_pass_rate,latest_sat,pass_rate_decline_score,subject_failure_score,trend_instability_score,risk_score,risk_level,pass_rate_slope,subject_failure_rate,subject_count,evidence_years,data_quality
S3524,ELITE SECONDARY SCHOOL,ARUSHA,2023,,0.0,32.0,100.0,100.0,100.0,100.0,High,-27.500000000007258,100.0,13,8,Complete
S5780,JEHOVAH SHAMMAH SECONDARY SCHOOL,SHINYANGA,2024,,0.0,5.0,100.0,100.0,100.0,100.0,High,-31.666666666662536,100.0,11,6,Complete
S0307,DODOMA CENTRAL SECONDARY SCHOOL,DODOMA,2025,,0.0,19.0,100.0,100.0,96.50170773447167,98.9505123203415,High,-17.917617866005504,100.0,9,10,Complete
S5367,UJIJI ISLAMIC SECONDARY SCHOOL,KIGOMA,2025,,0.0,2.0,100.0,100.0,90.49514970956398,97.1485449128692,High,-17.142857142859405,100.0,10,10,Complete
S0747,MLALO SECONDARY SCHOOL,TANGA,2025,,0.0,3.0,100.0,100.0,89.88574079480031,96.9657222384401,High,-30.00000000000196,100.0,8,10,Complete
S2455,ELLY'S SECONDARY SCHOOL,MARA,2023,4.4762,7.6923076923076925,26.0,100.0,96.29629629629629,91.45858058351735,96.32646306394409,High,-20.43740573152906,96.29629629629629,10,5,Complete
S0823,THAQAAFA SECONDARY SCHOOL,MWANZA,2022,2.1313,13.580246913580247,162.0,100.0,86.25356125356126,99.18708098677945,95.6321926721022,High,-27.000432459135514,86.25356125356126,12,7,Complete
S5719,MANTANJI SECONDARY SCHOOL,MBEYA,2025,2.2237,11.11111111111111,18.0,100.0,88.81987577639751,95.54470050401034,95.30937288412235,High,-26.71957671957846,88.81987577639751,10,6,Complete
S4633,SINAI SECONDARY SCHOOL,MBEYA,2025,,0.0,15.0,100.0,100.0,84.357127626593,95.30713828797789,High,-17.193277310924472,100.0,11,8,Complete
S0749,KAMSAMBA SECONDARY SCHOOL,SONGWE,2025,,0.0,7.0,100.0,100.0,84.06242752285868,95.2187282568576,High,-13.000000000002355,100.0,8,5,Complete
S4408,KASSA CHARITY SECONDARY SCHOOL,MWANZA,2023,,0.0,11.0,100.0,100.0,81.3383160045335,94.40149480136004,High,-28.867924528309747,100.0,10,8,Complete
S4864,KERITH BROOK SECONDARY SCHOOL,NJOMBE,2025,,0.0,15.0,100.0,100.0,80.874456574165,94.2623369722495,High,-28.84615384615585,100.0,10,10,Complete
S5231,MESHPEN SECONDARY SCHOOL,MARA,2023,3.4444,11.11111111111111,9.0,100.0,91.02564102564102,89.40674521893428,94.12971587337259,High,-17.222222222226314,91.02564102564102,9,8,Complete
S5025,KEIFO SECONDARY SCHOOL,MBEYA,2025,,0.0,37.0,100.0,100.0,77.68494931817646,93.30548479545294,High,-20.473389355744015,100.0,10,10,Complete
S5253,TWIBHOKI SECONDARY SCHOOL,MARA,2022,1.2222,1.4925373134328357,67.0,100.0,98.50746268656717,78.44941503792302,93.08706331734706,High,-29.552238805956197,98.50746268656717,9,7,Complete
S5378,AL-HUDA ISLAMIC SECONDARY SCHOOL,TANGA,2025,2.1768,17.91044776119403,67.0,100.0,81.54362416107382,95.381475075189,93.07752977087884,High,-24.049942594720353,81.54362416107382,10,10,Complete
S4883,NJELEKELA ISLAMIC SEMINARY,KIGOMA,2017,4.65,50.0,4.0,100.0,80.0,96.76500000000001,93.0295,High,-44.999999999963244,80.0,10,2,Limited trend history
S1280,USANGU SECONDARY SCHOOL,MBEYA,2025,,0.0,33.0,100.0,100.0,76.0729048774777,92.82187146324331,High,-30.00000000000196,100.0,12,10,Complete
S5299,GRACIOUS SECONDARY SCHOOL,KAGERA,2025,,0.0,4.0,100.0,100.0,75.735,92.7205,High,-29.999999999999304,100.0,9,10,Complete
S5162,UNIQUE LEARNING SECONDARY SCHOOL,KASKAZINI UNGUJA,2024,,0.0,16.0,95.06578947367413,100.0,81.08399708853416,92.3515149160299,High,-9.506578947367412,100.0,11,9,Complete
S6318,SULHIYA ISLAMIC SECONDARY SCHOOL,KASKAZINI UNGUJA,2025,,0.0,1.0,100.0,100.0,74.06495700298582,92.21948710089575,High,-26.527777777779605,100.0,10,4,Complete
S0265,CORNELIUS SECONDARY SCHOOL,DAR ES SALAAM,2022,,0.0,19.0,100.0,100.0,73.69826720986157,92.10948016295848,High,-30.769230769216417,100.0,12,5,Complete
S5721,MAGS SECONDARY SCHOOL,GEITA,2025,,0.0,6.0,100.0,100.0,73.42837216330281,92.02851164899084,High,-30.00000000000196,100.0,10,4,Complete
S0930,NGATEU SECONDARY SCHOOL,ARUSHA,2025,,0.0,25.0,100.0,100.0,72.8447766185183,91.85343298555549,High,-16.770334928230728,100.0,11,10,Complete
S5698,HILL LAND SECONDARY SCHOOL,MBEYA,2025,,0.0,21.0,100.0,100.0,71.55735141430877,91.46720542429263,High,-29.47368421052815,100.0,10,5,Complete
S1465,MALATI SECONDARY SCHOOL,MOROGORO,2025,2.8047,33.33333333333333,15.0,100.0,69.69696969696969,100.0,90.9090909090909,High,-17.61069340016815,69.69696969696969,10,10,Complete
S1688,BAHARI BEACH SECONDARY SCHOOL,DAR ES SALAAM,2020,,0.0,49.0,100.0,100.0,69.24506747772588,90.77352024331776,High,-25.14285714285953,100.0,12,4,Complete
S0375,JUMUIYA SECONDARY SCHOOL,TANGA,2025,,0.0,38.0,100.0,100.0,69.19086761978207,90.75726028593462,High,-26.775777414077325,100.0,11,10,Complete
S5277,HADY SECONDARY SCHOOL,ARUSHA,2025,,0.0,18.0,100.0,100.0,68.29229123838783,90.48768737151634,High,-30.00000000000196,100.0,12,10,Complete
S1820,HILL CREST SECONDARY SCHOOL,MWANZA,2017,4.5753,58.82352941176471,17.0,100.0,75.3731343283582,92.45000000000002,90.34694029850746,High,-36.04826546000072,75.3731343283582,9,2,Limited trend history
S4104,LORD BADEN POWELL MEMORIAL SECONDARY SCHOOL,PWANI,2018,,0.0,90.0,100.0,100.0,67.13,90.139,High,-44.277108433730355,100.0,17,3,Limited trend history
S5000,WAMA-NAKAYAMA SECONDARY SCHOOL,PWANI,2025,,0.0,35.0,100.0,100.0,65.94193996977783,89.78258199093335,High,-30.00000000000196,100.0,12,10,Complete
S3724,MUHANGA SECONDARY SCHOOL,DAR ES SALAAM,2023,,0.0,9.0,100.0,100.0,65.92581140005117,89.77774342001536,High,-25.578488705430647,100.0,9,8,Complete
S2211,MWILAMVYA SECONDARY SCHOOL,KIGOMA,2025,,0.0,85.0,100.0,100.0,64.10751639198057,89.23225491759416,High,-30.00000000000196,100.0,13,10,Complete
S5909,MARIA SECONDARY SCHOOL,KAGERA,2025,,0.0,43.0,100.0,100.0,60.29499999999999,88.0885,High,-49.9999999999942,100.0,10,3,Limited trend history
S1796,DR. DIDAS MASABURI SECONDARY SCHOOL,DAR ES SALAAM,2019,4.2115,18.181818181818183,22.0,100.0,88.77005347593582,70.11219406230956,87.6646742614736,High,-28.854738491869583,88.77005347593582,12,4,Complete
S2432,NEW HELLEN SECONDARY SCHOOL,MWANZA,2017,4.0,2.941176470588235,34.0,100.0,97.39776951672863,57.66,86.51733085501859,High,-83.26572008106793,97.39776951672863,9,2,Limited trend history
S2611,NAMANGALE SECONDARY SCHOOL,LINDI,2025,4.502,59.183673469387756,49.0,100.0,67.22689075630252,87.62964288961561,86.45696009377544,High,-12.897071872227945,67.22689075630252,9,10,Complete
S0701,KARANGAI SECONDARY SCHOOL,ARUSHA,2025,,0.0,11.0,100.0,100.0,54.74715587366676,86.42414676210004,High,-16.09523809523772,100.0,10,10,Complete
S4011,ST AGATHON SECONDARY SCHOOL,RUVUMA,2019,,0.0,20.0,100.0,100.0,54.25058688758257,86.27517606627477,High,-24.131701631700377,100.0,10,4,Complete
S5637,KIMANGA SECONDARY SCHOOL,DAR ES SALAAM,2025,4.1889,65.39379474940334,419.0,96.58087661989994,57.11180124223603,100.0,85.76589102063079,High,-9.658087661989994,57.11180124223603,10,5,Complete
S1767,MTENDE SECONDARY SCHOOL,KUSINI UNGUJA,2017,4.7631,29.72972972972973,37.0,100.0,88.50574712643679,63.609999999999985,85.63472413793103,High,-36.936936936906775,88.50574712643679,11,2,Limited trend history
S2365,ANDREW FAZA MEMORIAL SECONDARY SCHOOL,DAR ES SALAAM,2022,,0.0,5.0,100.0,100.0,51.89710891153413,85.56913267346025,High,-20.60830687486873,100.0,8,4,Complete
S7047,ANTASS SECONDARY SCHOOL,KIGOMA,2025,,0.0,12.0,100.0,100.0,50.0,85.0,High,-93.10344827582018,100.0,10,2,Limited trend history
S1040,DOLE SECONDARY SCHOOL,MJINI MAGHARIBI,2017,,0.0,6.0,100.0,100.0,50.0,85.0,High,-27.272727272704998,100.0,9,2,Limited trend history
S6346,KENASKY SECONDARY SCHOOL,IRINGA,2025,,0.0,6.0,100.0,100.0,50.0,85.0,High,-29.999999999999304,100.0,10,4,Complete
S3209,BUNDUKI SECONDARY SCHOOL,MOROGORO,2025,4.6278,42.30769230769231,26.0,100.0,79.79797979797979,66.81129310909782,83.98278187212328,High,-11.10379053649451,79.79797979797979,9,10,Complete
S0645,VITUKA SECONDARY SCHOOL,DAR ES SALAAM,2021,4.0625,21.951219512195124,41.0,84.52600955117126,82.95081967213115,83.15753887127329,83.64291138348983,High,-8.452600955117125,82.95081967213115,12,5,Complete
S4844,AKILIMALI SECONDARY SCHOOL,RUVUMA,2025,4.1176,33.33333333333333,6.0,100.0,78.0,67.23842150546274,83.57152645163882,High,-23.333333333334572,78.0,10,10,Complete
S5342,KATOROSIA SECONDARY SCHOOL,PWANI,2025,3.182,42.857142857142854,14.0,100.0,66.95652173913044,77.37564362713688,83.29964960988019,High,-14.41984364960473,66.95652173913044,11,10,Complete
S2532,ADAM SECONDARY SCHOOL,MBEYA,2025,4.0556,40.0,10.0,100.0,75.90361445783132,67.38112470469044,82.98542174875652,High,-17.447895100069964,75.90361445783132,12,10,Complete
S6157,ADAM K. MALIMA SECONDARY SCHOOL,MARA,2025,4.4642,51.0,100.0,100.0,67.81767955801105,75.42999999999999,82.97430386740331,High,-38.99999999998246,67.81767955801105,9,2,Limited trend history
S2991,GUDUWI SECONDARY SCHOOL,SIMIYU,2025,4.3687,54.166666666666664,72.0,100.0,59.32504440497336,80.16131058160437,81.84590649597331,High,-10.525808936826692,59.32504440497336,10,10,Complete
S4186,LYCEUM SECONDARY SCHOOL,DAR ES SALAAM,2025,4.5625,7.142857142857142,14.0,61.904761904762104,96.61016949152543,93.1980596786476,81.70437351295675,High,-6.190476190476211,96.61016949152543,14,9,Complete
S3501,HOPE SECONDARY SCHOOL,IRINGA,2018,4.5,50.0,2.0,100.0,62.5,75.4520254596761,81.38560763790282,High,-14.99999999999774,62.5,9,3,Limited trend history
S2122,MWAMBAO SECONDARY SCHOOL,DAR ES SALAAM,2023,4.251,57.89473684210527,19.0,100.0,56.774193548387096,80.94591708125645,81.31603318889306,High,-15.091685330349586,56.774193548387096,11,8,Complete
S4012,NAMANDITI SOUTH SECONDARY SCHOOL,RUVUMA,2022,4.2551,69.23076923076923,26.0,100.0,66.50717703349282,70.55133533374412,81.11755371017108,High,-11.98752598752508,66.50717703349282,10,7,Complete
S4154,KAC SECONDARY SCHOOL,ARUSHA,2018,4.2153,37.5,16.0,100.0,71.52777777777777,62.577117670153555,80.2314686343794,High,-24.999999999996238,71.52777777777777,9,3,Limited trend history
S3751,MKOPWE SECONDARY SCHOOL,LINDI,2025,4.4238,59.09090909090909,44.0,97.02030259925462,68.09815950920245,69.29863373402375,80.02715901266971,High,-9.702030259925461,68.09815950920245,9,10,Complete
S2341,MLIMA MBEYA HIGH SCHOOL,MBEYA,2021,4.525,42.857142857142854,7.0,83.1501831501975,78.94736842105263,76.26397943952898,79.82347761825349,High,-8.315018315019751,78.94736842105263,9,6,Complete
S6964,MAHARU SECONDARY SCHOOL,SINGIDA,2025,4.4059,68.42105263157895,57.0,100.0,63.83495145631068,68.40000000000002,79.67048543689322,High,-28.721804511265265,63.83495145631068,9,2,Limited trend history
S3549,BRAIN TRUST SECONDARY SCHOOL,DAR ES SALAAM,2018,4.4626,54.166666666666664,24.0,98.73188405795605,67.42081447963801,65.61110146263603,79.40232840586464,High,-9.873188405795606,67.42081447963801,13,3,Limited trend history
S7303,SEREGETE SECONDARY SCHOOL,MOROGORO,2025,4.5333,60.0,5.0,100.0,75.0,56.21000000000001,79.363,High,-14.999999999993246,75.0,8,2,Limited trend history
S0459,NATIRO SECONDARY SCHOOL,KILIMANJARO,2025,2.6321,41.17647058823529,34.0,100.0,61.144578313253014,68.24991068471296,78.81834669938979,High,-16.897058823530525,61.144578313253014,13,9,Complete
S4022,NUI SECONDARY SCHOOL,MARA,2022,3.7039,52.27272727272727,44.0,100.0,61.42506142506142,67.84633357925996,78.78141850129641,High,-10.984848484854773,61.42506142506142,10,7,Complete
S2721,KEMAKORERE SECONDARY SCHOOL,MARA,2025,4.5118,44.9438202247191,89.0,97.46942876659026,67.53445635528331,63.988102945002936,78.44453929672198,High,-9.746942876659025,67.53445635528331,9,10,Complete
S2342,STAMARIA SALOME SECONDARY SCHOOL,DAR ES SALAAM,2025,4.0739,75.0,8.0,100.0,53.03030303030303,75.00460595070436,78.41047269430221,High,-13.89705882352942,53.03030303030303,10,10,Complete
S3110,CHINGUNGWE SECONDARY SCHOOL,MTWARA,2025,4.3216,57.57575757575758,33.0,100.0,57.48987854251012,70.005466852838,78.24860361860443,High,-12.738952371322371,57.48987854251012,9,10,Complete
S6256,NANGARAMO SECONDARY SCHOOL,MTWARA,2025,4.3432,80.0,55.0,100.0,64.0909090909091,60.91000000000002,77.50027272727273,High,-19.999999999991026,64.0909090909091,10,2,Limited trend history
S3767,MPOTOLA SECONDARY SCHOOL,MTWARA,2025,4.1634,73.75,80.0,94.15816326530208,47.048903878583474,85.61775152925856,77.46326192847344,High,-9.415816326530209,47.048903878583474,10,10,Complete
S1837,SUN CITY SECONDARY SCHOOL,MJINI MAGHARIBI,2025,3.7447,56.00000000000001,50.0,100.0,55.581947743467936,69.28783098225408,77.4609336177166,High,-10.977557737746173,55.581947743467936,14,10,Complete
S4884,KIZUMBA SECONDARY SCHOOL,PWANI,2025,3.7143,77.77777777777779,9.0,100.0,43.05555555555556,81.78532781017053,77.45226500971782,High,-13.481047937569944,43.05555555555556,10,10,Complete
S0730,MBARAMO SECONDARY SCHOOL,TANGA,2019,4.7284,37.93103448275862,29.0,77.175066312994,86.20689655172414,67.85003851536459,77.08710704532422,High,-7.7175066312994,86.20689655172414,10,4,Complete
S5722,PARADISE SECONDARY SCHOOL,GEITA,2025,2.78,64.1025641025641,39.0,100.0,41.02564102564102,78.79259113035852,75.94546964679986,High,-10.769230769231473,41.02564102564102,9,6,Complete
S5078,BIGABIRO SECONDARY SCHOOL,KIGOMA,2025,3.4895,45.45454545454545,22.0,100.0,62.5,56.91996994213125,75.82599098263938,High,-17.50649350649417,62.5,10,10,Complete
S1842,TAWHEED SEMINARY,RUKWA,2025,2.9961,62.5,32.0,100.0,41.296928327645055,77.0348252444879,75.49952607163989,High,-11.250000000000737,41.296928327645055,11,10,Complete
S3966,IGHOMBWE SECONDARY SCHOOL,SINGIDA,2025,4.3124,69.04761904761905,42.0,85.23809523810145,61.377245508982035,75.67955871894998,75.21227936362018,High,-8.523809523810145,61.377245508982035,10,10,Complete
S6165,LAMATA SECONDARY SCHOOL,RUVUMA,2025,4.3083,68.57142857142857,35.0,100.0,57.87671232876712,58.797142857142845,75.00215655577298,High,-17.14285714284943,57.87671232876712,10,2,Limited trend history
S6069,FURAHINI YOUTH SECONDARY SCHOOL,KILIMANJARO,2025,2.9645,64.28571428571429,14.0,100.0,39.53488372093024,76.47991632822882,74.80444001474771,High,-12.214285714286373,39.53488372093024,10,4,Complete
S4829,GEITA ISLAMIC SEMINARY,GEITA,2025,3.0481,68.57142857142857,35.0,100.0,35.66666666666667,78.20848487157721,74.16254546147316,High,-10.013366750209322,35.66666666666667,11,10,Complete
S6179,IRIMA SECONDARY SCHOOL,IRINGA,2025,4.2339,77.61194029850746,67.0,100.0,56.88622754491018,55.850149253731345,73.82091303959245,High,-16.388059701485176,56.88622754491018,9,2,Limited trend history
S2299,KITWIRU SECONDARY SCHOOL,IRINGA,2017,4.233,80.0,35.0,100.0,50.62893081761006,61.65999999999998,73.68667924528302,High,-19.999999999983658,50.62893081761006,13,2,Limited trend history
S2704,UKWEGA SECONDARY SCHOOL,IRINGA,2025,4.3197,69.04761904761905,84.0,90.91683583209364,55.08196721311475,68.40507908160137,73.41284822125229,High,-9.091683583209363,55.08196721311475,9,10,Complete
S5363,KIZAGILA SECONDARY SCHOOL,MOROGORO,2025,4.622,47.61904761904761,21.0,78.13852813852695,77.38095238095238,62.949996756756335,73.3546959967234,High,-7.813852813852695,77.38095238095238,9,8,Complete
S6224,SEKE IDIDI SECONDARY SCHOOL,SHINYANGA,2025,4.2783,71.01449275362319,69.0,100.0,56.626506024096386,54.1504347826087,73.23308224201152,High,-15.65217391303645,56.626506024096386,9,2,Limited trend history
S6164,MERENGA SECONDARY SCHOOL,MARA,2025,4.1798,79.1044776119403,67.0,100.0,48.95238095238095,61.54342135476466,73.14874069214368,High,-17.049368541898204,48.95238095238095,9,2,Limited trend history
S1766,CHUKWANI SECONDARY SCHOOL,MJINI MAGHARIBI,2025,4.2117,71.875,96.0,79.83910214666369,55.6390977443609,79.96472899927514,72.61678888175629,High,-7.983910214666369,55.6390977443609,12,10,Complete
S6221,BISHEKE SECONDARY SCHOOL,KAGERA,2025,4.1939,76.47058823529412,170.0,97.64705882352203,50.78247261345853,60.076869715347584,72.31662622805065,High,-9.764705882352203,50.78247261345853,9,3,Limited trend history
S1559,CHAANI SECONDARY SCHOOL,KASKAZINI UNGUJA,2017,4.4269,65.9090909090909,132.0,100.0,69.61189099917424,37.253218673218655,72.05953290171786,High,-12.46928746927727,69.61189099917424,11,2,Limited trend history
S2336,EXCELLENCY SECONDARY SCHOOL,DAR ES SALAAM,2025,4.9423,0.0,3.0,51.39860139861595,88.46153846153847,81.44901613723394,71.53260693907811,High,-5.139860139861595,88.46153846153847,10,10,Complete
S4240,MWEMBELADU SECONDARY SCHOOL,MJINI MAGHARIBI,2022,4.5364,45.96774193548387,496.0,73.05637015314794,75.22285714285715,64.544300601954,71.15269538470253,High,-7.305637015314795,75.22285714285715,13,7,Complete
S5070,ULELING'OMBE SECONDARY SCHOOL,MOROGORO,2025,4.3242,70.27027027027027,37.0,83.74913374913767,59.310344827586206,66.06501169027169,71.11226045501243,High,-8.374913374913767,59.310344827586206,9,10,Complete
S6261,MNAVIRA SECONDARY SCHOOL,MTWARA,2025,4.141,70.58823529411765,34.0,100.0,48.872180451127825,54.17000000000001,70.91265413533834,High,-26.470588235282214,48.872180451127825,9,2,Limited trend history
S6139,KIGUNGA SECONDARY SCHOOL,MARA,2025,4.093,82.5,80.0,100.0,40.10238907849829,62.59833333333333,70.81021672354949,High,-15.833333333326204,40.10238907849829,9,2,Limited trend history
S4435,LUMBIJI SECONDARY SCHOOL,MOROGORO,2025,4.4728,59.45945945945946,37.0,79.38305953012399,64.72727272727272,65.25598321970762,70.7482005961437,High,-7.938305953012399,64.72727272727272,9,10,Complete
S2540,ITEBWA SECONDARY SCHOOL,MBEYA,2022,3.6745,83.33333333333334,6.0,100.0,28.301886792452834,73.8970740886829,70.65968826434072,High,-13.57142857142577,28.301886792452834,10,7,Complete
S4182,MACMILLAN SECONDARY SCHOOL,DAR ES SALAAM,2022,,0.0,7.0,63.63636363626455,100.0,50.0,70.45454545450582,High,-6.363636363626455,100.0,7,7,Complete
S5591,YEDIDIA SECONDARY SCHOOL,MANYARA,2025,3.8333,75.0,4.0,100.0,38.888888888888886,62.50000000000002,70.41666666666667,High,-24.999999999988763,38.888888888888886,10,2,Limited trend history
S6151,KUMNYIKA SECONDARY SCHOOL,KIGOMA,2025,4.2516,62.66666666666667,150.0,100.0,54.447215295095596,46.523333333333326,70.29116458852867,High,-15.333333333326431,54.447215295095596,10,2,Limited trend history
S3002,BUGWANDEGE SECONDARY SCHOOL,TABORA,2025,4.2108,66.66666666666666,33.0,85.03536311885776,51.440329218106996,69.1249539607289,70.18373020119387,High,-8.503536311885776,51.440329218106996,9,10,Complete
S2654,NDOOMBO SECONDARY SCHOOL,ARUSHA,2020,,0.0,28.0,39.285714285780585,100.0,80.25811075838455,69.7917189418276,High,-3.9285714285780586,100.0,9,4,Complete
S6310,MGELEMA SECONDARY SCHOOL,KUSINI PEMBA,2024,4.5692,52.63157894736842,19.0,82.99595141699542,70.1219512195122,48.972303227466135,68.92665690089167,High,-8.299595141699543,70.1219512195122,10,3,Limited trend history
S2899,IPALA SECONDARY SCHOOL,DODOMA,2025,4.188,63.63636363636363,66.0,86.382898754993,51.40562248995984,62.471424297168305,68.71627353813564,High,-8.6382898754993,51.40562248995984,10,10,Complete
S6855,BUBAKO SECONDARY SCHOOL,MOROGORO,2025,4.4022,61.904761904761905,21.0,90.47619047618957,60.625,47.35470479859409,68.58438763005405,High,-9.047619047618957,60.625,9,3,Limited trend history
S3429,SEMENI SECONDARY SCHOOL,RUVUMA,2025,4.2086,76.08695652173914,46.0,78.65728900255891,54.25219941348974,68.5339824106963,68.29877014827937,High,-7.865728900255892,54.25219941348974,9,10,Complete
S3615,MALATU SECONDARY SCHOOL,MTWARA,2025,4.3076,76.92307692307693,52.0,77.05240665767407,55.012853470437015,69.77742187445067,68.25804526653593,High,-7.705240665767406,55.012853470437015,9,10,Complete
S2630,IDAMBA SECONDARY SCHOOL,NJOMBE,2025,4.1621,74.07407407407408,54.0,86.65727037820294,48.41849148418491,61.49971607566896,67.63837041923733,High,-8.665727037820293,48.41849148418491,10,10,Complete
S1310,TABATA SECONDARY SCHOOL,DAR ES SALAAM,2022,4.1,33.33333333333333,6.0,31.4685314684957,81.81818181818181,100.0,67.13286713285282,High,-3.1468531468495704,81.81818181818181,8,7,Complete
S2712,NYANDOTO SECONDARY SCHOOL,MARA,2025,4.2606,53.09734513274337,113.0,79.06330013532995,59.25925925925926,57.66247897223869,66.70184152358136,High,-7.906330013532995,59.25925925925926,9,10,Complete
S1060,ST. MARY'S SECONDARY SCHOOL,DAR ES SALAAM,2025,3.0171,62.1301775147929,169.0,70.54485090490819,44.17670682730924,81.97207619157693,66.06257526762913,High,-7.054485090490819,44.17670682730924,13,10,Complete
S5826,NYAMBURI SECONDARY SCHOOL,MARA,2025,4.2416,84.0,50.0,64.55011655011924,59.18918918918919,73.91650946522088,65.75175621637072,High,-6.4550116550119245,59.18918918918919,9,4,Complete
S4469,NYWELO SECONDARY SCHOOL,TANGA,2025,4.1756,69.49152542372882,59.0,74.4379853051729,56.227106227106226,62.04136703202755,65.2557360998093,High,-7.443798530517291,56.227106227106226,11,10,Complete
S0404,TUNDURU SECONDARY SCHOOL,RUVUMA,2017,3.9935,81.81818181818183,55.0,100.0,45.19774011299435,37.92282903663498,64.9361707448888,High,-10.719131614645226,45.19774011299435,10,2,Limited trend history
S3607,MTOPWA SECONDARY SCHOOL,MTWARA,2025,4.1131,74.68354430379746,79.0,58.13582657806354,48.07121661721068,90.2265760909377,64.74366844366993,High,-5.8135826578063545,48.07121661721068,10,10,Complete
S6871,TANWIR ISLAMIC SEMINARY,MJINI MAGHARIBI,2025,4.0821,87.71929824561403,57.0,100.0,42.46861924686193,39.70175438596492,64.65111208984806,High,-12.280701754380441,42.46861924686193,11,2,Limited trend history
S2011,GADFORD SECONDARY SCHOOL,SIMIYU,2018,4.2659,80.0,15.0,81.48148148147087,56.58914728682171,49.71557462229908,64.48400916532458,High,-8.148148148147087,56.58914728682171,10,3,Limited trend history
S3732,CHITEKETE SECONDARY SCHOOL,MTWARA,2025,4.173,87.09677419354838,62.0,55.96995139195889,52.00892857142857,86.59510723782194,63.9691912995587,High,-5.596995139195888,52.00892857142857,9,10,Complete
S3949,CHARLES TOTERA SECONDARY SCHOOL,DAR ES SALAAM,2017,4.5918,50.0,10.0,55.55555555551002,74.68354430379748,63.88888888888889,63.793952180009924,High,-5.555555555551002,74.68354430379748,11,2,Limited trend history
S5170,MAUWANI SECONDARY SCHOOL,KUSINI PEMBA,2025,4.4202,71.42857142857143,126.0,59.75543403964929,68.23324630113142,64.6331299455646,63.76208648986852,High,-5.975543403964929,68.23324630113142,10,10,Complete
S3219,MVUHA SECONDARY SCHOOL,MOROGORO,2025,4.4967,51.02040816326531,147.0,60.151932227663195,71.70645446507515,60.559947737519686,63.740693551843734,High,-6.015193222766319,71.70645446507515,10,10,Complete
S6288,REGICHERI SECONDARY SCHOOL,MARA,2025,4.0123,88.88888888888889,45.0,100.0,44.83627204030227,33.97277777777778,63.64271494542402,High,-11.111111111106123,44.83627204030227,10,2,Limited trend history
S6326,UBAGWE SECONDARY SCHOOL,SHINYANGA,2025,3.9618,82.75862068965517,87.0,86.20689655171583,38.98550724637681,57.96557538282527,63.568083409446956,High,-8.620689655171583,38.98550724637681,9,3,Limited trend history
S3734,MANDAWA SECONDARY SCHOOL,LINDI,2025,4.1714,68.42105263157895,57.0,66.6686602870865,52.94117647058824,70.03965628447753,63.56171394135433,High,-6.66686602870865,52.94117647058824,10,10,Complete
S0477,CHIMALA SECONDARY SCHOOL,MBEYA,2025,3.2904,95.0,20.0,76.4772727272589,22.43589743589743,87.11297785142011,63.455571677098824,High,-7.6477272727258905,22.43589743589743,10,9,Complete
S3544,LIGUNGA SECONDARY SCHOOL,RUVUMA,2025,4.2967,79.41176470588235,34.0,68.37597864235173,55.55555555555556,64.71369756383487,63.43116739275782,High,-6.837597864235172,55.55555555555556,11,10,Complete
S0743,KAMBARAGE SECONDARY SCHOOL,MARA,2025,4.0251,75.71428571428571,70.0,68.92317727934628,48.606271777003485,70.7765143561517,63.38410675168507,High,-6.8923177279346275,48.606271777003485,10,10,Complete
S4603,KILANGALI SECONDARY SCHOOL,MOROGORO,2025,4.1832,78.48101265822784,79.0,71.62961909797761,51.76470588235294,63.1747002198126,63.13366946984071,High,-7.16296190979776,51.76470588235294,10,10,Complete
S2728,PARANGA SECONDARY SCHOOL,DODOMA,2025,4.2049,78.43137254901961,51.0,58.08823529411875,54.13333333333333,78.33890724781041,62.97696629199062,High,-5.8088235294118755,54.13333333333333,9,10,Complete
S3175,KIROMO SECONDARY SCHOOL,PWANI,2025,4.0213,78.78787878787878,198.0,76.03001836873058,47.53661784287616,60.7756166824492,62.90567770508984,High,-7.603001836873058,47.53661784287616,11,10,Complete
S4696,PELAZIA SECONDARY SCHOOL,MARA,2025,3.4233,68.29268292682927,41.0,78.61938401927094,39.226519337016576,65.12473651749838,62.75313036406286,High,-7.861938401927095,39.226519337016576,10,10,Complete
S2168,TAWA SECONDARY SCHOOL,MOROGORO,2025,4.3778,74.0,50.0,56.15315315315511,66.39566395663957,66.8879293259525,62.44633924603966,High,-5.615315315315511,66.39566395663957,9,10,Complete
S5246,MEMON ACADEMY SECONDARY SCHOOL,MJINI MAGHARIBI,2025,4.3739,83.33333333333334,18.0,62.000000000002885,65.54054054054055,59.36362198971101,62.27124875907662,High,-6.200000000000289,65.54054054054055,11,10,Complete
S6159,KIPAPA SECONDARY SCHOOL,RUVUMA,2025,4.0611,84.78260869565217,46.0,100.0,35.79881656804734,38.438133433283326,62.2710850003992,High,-13.493253373307262,35.79881656804734,9,2,Limited trend history
S5877,MASHUJAA-SINZA SECONDARY SCHOOL,DAR ES SALAAM,2025,4.2678,70.37037037037037,216.0,62.1240210784155,61.262304574406485,62.17344035184796,61.880331909242535,High,-6.212402107841551,61.262304574406485,11,4,Complete
S2947,NGULWI SECONDARY SCHOOL,TANGA,2025,4.314,67.44186046511628,43.0,61.08905275099803,57.507082152974505,66.91214664080228,61.761389738532245,High,-6.108905275099803,57.507082152974505,10,10,Complete
